,NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N)
2021-01-13,2.0,10.0,14.0,48.0,8.0,77.0,13.0,300.0,1025.0,2.0,1.0,0.27999999999999997,0.4600000000000001,1.4,9.0
2021-01-14,2.0,16.0,12.0,28.0,7.0,89.0,20.0,307.0,1024.0,3.0,1.0,0.51,1.0799999999999998,1.1099999999999999,24.0
2021-01-15,2.0,18.0,14.0,15.0,7.0,94.0,22.0,288.0,1020.0,3.0,1.0,0.23000000000000004,1.1099999999999999,0.86,34.0
2021-01-16,2.0,9.0,11.0,71.0,12.0,41.0,13.0,328.0,1019.0,2.0,2.0,0.79,0.9,1.3000000000000003,3.0
2021-01-17,2.0,9.0,10.0,46.0,9.0,95.0,12.0,283.0,1026.0,2.0,1.0,0.24,0.63,1.02,18.0
2021-01-18,2.0,9.0,15.0,58.0,12.0,50.0,12.0,291.0,1022.0,1.0,1.0,0.21000000000000002,0.86,1.5099999999999998,8.0
2021-01-19,3.0,21.0,13.0,15.0,9.0,100.0,26.0,252.0,1025.0,3.0,1.0,0.3,0.5,0.2,25.0
2021-01-20,2.0,17.0,11.0,18.0,8.0,100.0,20.0,277.0,1018.0,3.0,1.0,0.3,0.9,0.2,13.0
2021-01-21,3.0,12.0,12.0,43.0,12.0,96.0,15.0,230.0,1010.0,4.0,1.0,0.4,0.6,0.2,25.0
2021-01-22,2.0,6.0,10.51,60.0,17.0,62.0,10.0,221.0,1013.0,3.0,1.0,0.1,0.3,0.2,9.0
2021-01-23,2.0,5.0,8.42,74.0,15.0,43.0,9.0,278.0,1013.0,1.0,1.0,0.1,0.3,0.2,9.0
2021-01-24,2.0,5.0,5.55,57.0,17.0,63.0,9.0,213.0,1008.0,2.0,3.0,0.2,0.3,0.2,10.0
2021-01-25,2.0,11.0,3.0,33.0,15.0,64.0,14.0,197.0,1011.0,3.0,1.0,0.2,0.3,0.2,14.0
2021-01-26,2.0,13.0,3.0,22.0,18.0,65.0,16.0,277.0,1013.0,3.0,1.0,0.1,0.3,0.2,10.0
2021-01-27,2.0,14.0,4.0,23.0,16.0,84.0,18.0,160.0,1021.0,4.0,1.0,0.3,0.5,0.2,17.0
2021-01-28,2.0,7.0,2.0,38.0,20.0,60.0,11.0,281.0,1021.0,1.0,1.0,0.1,0.3,0.2,8.0
2021-01-29,2.0,13.0,3.0,28.0,17.0,74.0,16.0,284.0,1019.0,2.0,1.0,0.3,1.4,0.6,13.0
2021-01-30,3.0,20.0,4.0,15.0,14.0,95.0,25.0,247.0,1016.0,3.0,1.0,0.4,3.1,0.9,20.0
2021-01-31,2.0,5.0,2.0,79.0,17.0,37.0,8.0,286.0,1010.0,1.0,2.0,0.1,0.3,0.2,10.0
2021-02-01,2.0,5.0,3.0,44.0,19.0,58.0,9.0,210.0,1009.0,1.0,1.0,0.1,0.3,0.2,5.0
2021-02-02,2.0,9.0,3.0,48.0,18.0,48.0,12.0,295.0,1015.0,1.0,1.0,0.1,0.6,0.3,9.0
2021-02-03,3.0,19.0,3.0,14.0,12.0,97.0,23.0,199.0,1013.0,1.0,1.0,0.4,3.2,0.8,30.0
2021-02-04,2.0,12.0,2.0,37.0,14.0,91.0,16.0,204.0,1011.0,2.0,1.0,0.3,7.8,1.2,23.0
2021-02-05,3.0,16.0,2.0,21.0,12.0,100.0,20.0,175.0,1008.0,4.0,1.0,0.3,6.1,1.6,31.0
2021-02-06,3.0,11.0,3.0,44.0,16.0,78.0,15.0,259.0,1000.0,3.0,1.0,0.2,1.4,0.2,170.0
2021-02-07,2.0,9.0,2.0,44.0,13.0,72.0,12.0,290.0,1002.0,2.0,1.0,0.5,1.7,0.2,6.0
2021-02-08,2.0,6.0,3.0,54.0,16.0,50.0,9.0,281.0,1006.0,3.0,1.0,0.2,0.4,0.2,8.0
2021-02-09,2.0,6.0,2.0,69.0,15.0,47.0,9.0,285.0,1007.0,2.0,1.0,0.2,0.4,0.2,6.0
2021-02-10,2.0,7.0,3.0,47.0,15.0,84.0,11.0,182.0,1005.0,2.0,3.0,0.1,0.4,0.2,25.0
2021-02-11,2.0,11.0,3.0,31.0,14.0,71.0,14.0,219.0,1014.0,2.0,1.0,0.4,2.6,0.9,10.0
2021-02-12,3.0,19.0,2.0,13.0,14.0,91.0,23.0,142.0,1016.0,4.0,1.0,0.4,4.2,1.3,24.0
2021-02-13,2.0,7.0,3.0,67.0,17.0,47.0,10.0,326.0,1020.0,1.0,1.0,0.2,0.3,0.2,8.0
2021-02-14,2.0,11.0,2.0,41.0,14.0,65.0,14.0,224.0,1023.0,2.0,1.0,0.2,0.9,0.2,18.0
2021-02-15,2.0,6.0,4.0,50.0,14.0,98.0,10.0,104.0,1032.0,3.0,1.0,0.3,0.7,0.2,9.0
2021-02-16,2.0,14.0,4.0,32.0,10.0,96.0,17.0,304.0,1031.0,2.0,1.0,0.4,2.8,1.0,16.0
2021-02-17,2.0,15.0,2.0,28.0,10.0,92.0,18.0,314.0,1023.0,3.0,1.0,1.1,3.4,1.3,22.0
2021-02-18,2.0,7.0,2.0,65.0,14.0,100.0,10.0,137.0,1018.0,4.0,1.0,0.1,0.3,0.2,12.0
2021-02-19,2.0,15.0,2.0,31.0,12.0,93.0,18.0,263.0,1017.0,2.0,1.0,0.4,4.0,1.8,27.0
2021-02-20,2.0,15.0,2.0,37.0,12.0,100.0,18.0,309.0,1017.0,4.0,1.0,0.3,2.5,1.1,26.0
2021-02-21,2.0,8.0,3.0,63.0,14.0,99.0,11.0,44.0,1012.0,3.0,1.0,0.2,0.3,0.2,30.0
2021-02-22,2.0,5.0,2.0,61.0,14.0,87.0,9.0,234.0,1006.0,2.0,1.0,0.1,0.3,0.2,7.0
2021-02-23,2.0,11.0,2.0,36.0,13.0,61.0,15.0,329.0,1022.0,3.0,1.0,0.2,1.2,0.2,16.0
2021-02-24,2.0,11.0,4.0,41.0,13.0,90.0,14.0,304.0,1032.0,2.0,1.0,0.2,0.8,0.2,17.0
2021-02-25,2.0,8.0,2.0,38.0,12.0,100.0,12.0,330.0,1029.0,3.0,1.0,0.2,0.5,0.2,20.0
2021-02-26,2.0,5.0,3.0,60.0,15.0,87.0,8.0,46.0,1026.0,4.0,1.0,0.1,0.3,0.2,16.0
2021-02-27,2.0,5.0,2.0,60.0,14.0,84.0,9.0,47.0,1025.0,4.0,1.0,0.1,0.3,0.2,24.0
2021-02-28,2.0,7.0,2.0,43.0,11.0,97.0,10.0,345.0,1020.0,3.0,1.0,0.2,0.4,0.2,68.0
2021-03-01,2.0,4.0,3.0,63.0,14.0,84.0,8.0,71.0,1019.0,4.0,1.0,0.1,0.3,0.2,26.0
2021-03-02,2.0,7.0,2.0,60.0,14.0,86.0,11.0,19.0,1019.0,3.0,1.0,0.1,0.3,0.2,36.0
2021-03-03,2.0,5.0,4.0,61.0,15.0,97.0,8.0,67.0,1025.0,3.0,1.0,0.1,0.3,0.2,44.0
2021-03-04,2.0,7.0,4.0,50.0,14.0,88.0,10.0,19.0,1023.0,2.0,1.0,0.1,0.4,0.2,35.0
2021-03-05,2.0,9.0,3.0,45.0,13.0,100.0,12.0,334.0,1016.0,4.0,1.0,0.2,0.8,0.2,31.0
2021-03-06,2.0,10.0,3.0,36.0,13.0,100.0,14.0,335.0,1016.0,3.0,1.0,0.2,0.9,0.2,23.0
2021-03-07,2.0,7.0,4.0,47.0,14.0,100.0,10.0,29.0,1017.0,4.0,1.0,0.1,0.3,0.2,22.0
2021-03-08,2.0,8.0,3.0,35.0,13.0,100.0,11.0,328.0,1012.0,5.0,1.0,0.3,0.7,0.2,16.775
2021-03-09,2.0,6.0,3.0,59.0,11.0,100.0,10.0,147.0,1013.0,5.0,1.0,0.1,0.3,0.2,7.0
2021-03-10,2.0,9.0,2.0,35.0,11.0,100.0,13.0,290.0,1017.0,3.0,1.0,0.2,1.1,0.2,21.0
2021-03-11,2.0,7.0,2.0,46.0,13.0,95.0,10.0,271.0,1022.0,1.0,1.0,0.2,0.9,0.3,15.0
2021-03-12,2.0,9.0,2.0,44.0,14.0,94.0,12.0,275.0,1020.0,3.0,1.0,0.2,7.2,2.7,24.0
2021-03-13,2.0,11.0,3.0,36.0,17.0,61.0,14.0,310.0,1019.0,2.0,1.0,0.2,0.5,0.2,19.0
2021-03-14,2.0,15.0,4.0,22.0,13.0,100.0,18.0,334.0,1020.0,2.0,1.0,0.1,0.7,0.2,22.0
2021-03-15,2.0,8.0,2.0,58.0,14.0,66.0,12.0,266.0,1022.0,2.0,1.0,0.1,0.4,0.2,11.0
2021-03-16,2.0,13.0,3.0,30.0,13.0,90.0,16.0,311.0,1021.0,2.0,1.0,0.1,0.6,0.2,14.0
2021-03-17,2.0,13.0,3.0,31.0,12.0,98.0,17.0,316.0,1024.0,2.0,1.0,0.1,0.6,0.8,15.0
2021-03-18,2.0,18.0,3.0,23.0,12.0,94.0,22.0,303.0,1017.0,2.0,1.0,0.1,1.0,0.5,29.0
2021-03-19,2.0,9.0,2.0,47.0,10.0,99.0,12.0,348.0,1014.0,6.0,2.0,0.1,0.4,0.2,3.0
2021-03-20,2.0,6.0,3.0,61.0,9.0,95.0,9.0,338.0,1010.0,4.0,1.0,0.1,0.3,0.2,9.0
2021-03-21,2.0,9.0,2.0,61.0,8.0,79.0,13.0,331.0,1017.0,2.0,1.0,0.2,0.3,0.2,17.0
2021-03-22,2.0,6.0,3.0,67.0,11.0,75.0,9.0,293.0,1015.0,2.0,1.0,0.1,0.3,0.2,7.0
2021-03-23,2.0,7.0,3.0,51.0,12.0,91.0,11.0,274.0,1018.0,2.0,1.0,0.2,1.6,0.5,10.0
2021-03-24,2.0,13.0,4.0,39.0,13.0,88.0,16.0,157.0,1020.0,3.0,1.0,0.1,0.7,0.3,15.0
2021-03-25,2.0,15.0,4.0,37.0,13.0,100.0,18.0,294.0,1022.0,2.0,1.0,0.2,1.3,0.2,29.0
2021-03-26,2.0,25.0,3.0,19.0,14.0,90.0,28.0,297.0,1021.0,2.0,1.0,0.1,1.1,0.2,40.0
2021-03-27,2.0,17.0,4.0,27.0,14.0,84.0,21.0,271.0,1020.0,2.0,1.0,0.1,0.7,0.2,22.0
2021-03-28,2.0,10.0,4.0,49.0,14.0,90.0,14.0,319.0,1025.0,2.0,1.0,0.1,0.3,0.2,17.0
2021-03-29,2.0,4.0,3.0,68.0,16.0,78.0,8.0,50.0,1026.0,3.0,1.0,0.1,0.3,0.2,16.0
2021-03-30,2.0,7.0,2.0,61.0,15.0,90.0,10.0,239.0,1025.0,2.0,1.0,0.1,0.3,0.2,17.0
2021-03-31,2.0,6.0,4.0,63.0,16.0,84.0,9.0,35.0,1023.0,2.0,1.0,0.1,0.3,0.2,18.0
2021-04-01,2.0,5.0,5.0,58.0,16.0,92.0,8.0,38.0,1018.0,3.0,1.0,0.1,0.3,0.2,23.0
2021-04-02,2.0,7.0,3.0,63.0,17.0,90.0,10.0,194.0,1014.0,4.0,1.0,0.1,0.3,0.2,32.0
2021-04-03,2.0,6.0,2.0,48.0,19.0,60.0,9.0,289.0,1011.0,1.0,1.0,0.1,0.3,0.2,29.0
2021-04-04,2.0,8.0,3.0,34.0,16.0,85.0,11.0,279.0,1010.0,1.0,1.0,0.1,0.3,0.2,15.0
2021-04-05,2.0,8.0,4.0,47.0,15.0,92.0,11.0,335.0,1017.0,2.0,1.0,0.1,0.3,0.2,8.0
2021-04-06,2.0,9.0,3.0,46.0,15.0,79.0,12.0,280.0,1015.0,2.0,1.0,0.1,0.3,0.2,22.0
2021-04-07,2.0,9.0,2.0,50.0,20.0,49.0,12.0,200.0,1008.0,1.0,1.0,0.1,0.4,0.2,19.8
2021-04-08,2.0,5.0,5.0,62.0,14.0,91.0,8.0,67.0,1022.0,4.0,1.0,0.1,0.3,0.2,33.0
2021-04-09,2.0,7.0,2.0,57.0,12.0,83.0,10.0,335.0,1020.0,3.0,1.0,0.1,0.3,0.2,20.0
2021-04-10,2.0,7.0,3.0,58.0,15.0,97.0,10.0,57.0,1015.0,4.0,1.0,0.1,0.3,0.2,15.0
2021-04-11,2.0,5.0,2.0,53.0,16.0,100.0,9.0,113.0,1012.0,3.0,1.0,0.1,0.3,0.2,18.0
2021-04-12,2.0,11.0,3.0,27.0,17.0,97.0,14.0,283.0,1014.0,3.0,1.0,0.1,0.3,0.2,19.0
2021-04-13,2.0,6.0,2.0,45.0,15.0,93.0,9.0,69.0,1022.0,2.0,1.0,0.1,0.3,0.2,13.0
2021-04-14,2.0,8.0,2.0,39.0,14.0,90.0,11.0,335.0,1019.0,2.0,1.0,0.2,0.4,0.2,23.0
2021-04-15,2.0,8.0,2.0,51.0,13.0,100.0,11.0,49.0,1016.0,4.0,1.0,0.1,0.3,0.2,8.0
2021-04-16,2.0,8.0,2.0,54.0,11.0,100.0,12.0,320.0,1014.0,5.0,1.0,0.1,0.3,0.2,12.0
2021-04-17,2.0,8.0,2.0,67.0,12.0,97.0,12.0,320.0,1017.0,5.0,1.0,0.1,0.3,0.2,14.0
2021-04-18,2.0,13.0,3.0,49.0,15.0,93.0,16.0,46.0,1016.0,4.0,1.0,0.1,0.4,0.2,28.0
2021-04-19,2.0,8.0,2.0,33.6,15.0,92.0,11.0,221.0,1020.0,3.0,1.0,0.1,0.3,0.2,14.0
2021-04-20,2.0,6.0,2.0,62.0,17.0,73.0,10.0,230.0,1013.0,2.0,1.0,0.1,0.3,0.2,41.0
2021-04-21,2.0,12.0,4.0,44.0,17.0,100.0,16.0,96.0,1011.0,3.0,1.0,0.2,0.3,0.2,31.0
2021-04-22,2.0,7.0,3.0,47.0,16.0,100.0,10.0,186.0,1012.0,3.0,1.0,0.1,0.3,0.2,14.0
2021-04-23,2.0,9.0,2.0,46.0,16.0,100.0,13.0,318.0,1016.0,3.0,1.0,0.1,0.3,0.2,18.0
2021-04-24,2.0,6.0,2.0,59.0,16.0,98.0,10.0,46.0,1018.0,3.0,1.0,0.1,0.3,0.2,13.0
2021-04-25,2.0,5.0,3.0,61.0,16.0,89.0,8.0,37.0,1013.0,5.0,1.0,0.1,0.3,0.2,22.0
2021-04-26,2.0,9.0,3.0,40.0,17.0,100.0,12.0,255.0,1005.0,5.0,1.0,0.1,0.3,0.2,57.0
2021-04-27,2.0,11.0,2.0,31.0,17.0,100.0,14.0,209.0,1005.0,2.0,1.0,0.1,0.6,0.2,35.0
2021-04-28,2.0,12.0,3.0,23.0,17.0,95.0,16.0,266.0,1005.0,2.0,1.0,0.1,0.4,0.4,20.0
2021-04-29,2.0,14.0,3.0,26.0,18.0,89.0,17.0,315.0,1006.0,2.0,1.0,0.1,0.3,0.2,26.0
2021-04-30,2.0,8.0,2.0,57.0,17.0,86.0,11.0,192.0,1007.0,1.0,1.0,0.1,0.3,0.2,27.0
2021-05-01,2.0,9.0,2.0,54.0,18.0,88.0,12.0,180.0,1009.0,3.0,1.0,0.1,0.3,0.2,26.0
2021-05-02,2.0,9.0,2.0,58.0,18.0,66.0,12.0,151.0,1013.0,2.0,1.0,0.1,0.3,0.2,24.0
2021-05-03,2.0,5.0,4.0,61.0,16.0,96.0,9.0,55.0,1018.0,3.0,1.0,0.1,0.3,0.2,20.0
2021-05-04,2.0,6.0,2.0,55.0,15.0,100.0,9.0,74.0,1018.0,4.0,1.0,0.1,0.3,0.2,12.0
2021-05-05,2.0,9.0,2.0,44.0,17.0,94.0,12.0,221.0,1016.0,2.0,1.0,0.1,0.3,0.2,17.0
2021-05-06,2.0,8.0,2.0,51.0,18.0,86.0,12.0,192.0,1015.0,1.0,1.0,0.1,0.3,0.2,16.0
2021-05-07,2.0,9.0,3.0,54.0,19.0,68.0,12.0,150.0,1016.0,2.0,1.0,0.1,0.3,0.2,19.0
2021-05-08,2.0,17.0,6.0,33.0,20.0,87.0,20.0,130.0,1018.0,1.0,1.0,0.1,0.8,0.2,35.0
2021-05-09,2.0,12.0,2.0,63.0,20.0,66.0,15.0,275.0,1013.0,2.0,1.0,0.1,0.3,0.2,26.0
2021-05-10,2.0,7.0,2.0,47.0,24.0,48.0,10.0,296.0,1007.0,2.0,2.0,0.1,0.3,0.2,36.0
2021-05-11,2.0,5.0,2.0,80.0,22.0,35.0,9.0,286.0,1012.0,1.0,2.0,0.1,0.3,0.2,14.0
2021-05-12,2.0,15.0,5.0,44.0,17.0,54.0,18.0,117.0,1020.0,1.0,1.0,0.1,0.4,0.2,22.0
2021-05-13,2.0,15.0,7.0,33.0,19.0,71.0,18.0,326.0,1016.0,1.0,1.0,0.1,0.7,0.2,36.0
2021-05-14,3.0,7.0,13.0,62.0,21.0,65.0,10.0,171.0,1012.0,2.0,1.0,0.1,0.3,0.2,25.0
2021-05-15,2.0,10.0,9.0,49.0,20.0,62.0,13.0,190.0,1017.0,1.0,1.0,0.1,0.4,0.2,26.0
2021-05-16,2.0,8.0,13.0,61.0,21.0,65.0,11.0,172.0,1012.0,1.0,1.0,0.1,0.6,0.2,33.0
2021-05-17,2.0,11.0,6.27,54.0,24.0,41.0,14.0,354.0,1012.0,1.0,1.0,0.1,0.4,0.2,27.0
2021-05-18,2.0,6.0,4.9,41.0,19.0,88.0,9.0,27.0,1020.0,1.0,1.0,0.1,0.3,0.2,21.0
2021-05-19,2.0,6.0,2.0,44.0,20.0,86.0,9.0,165.0,1016.0,1.0,1.0,0.1,0.3,0.2,22.0
2021-05-20,2.0,5.0,13.0,44.0,20.0,91.0,8.0,42.0,1022.0,2.0,1.0,0.1,0.3,0.2,21.0
2021-05-21,2.0,9.0,2.0,37.0,18.0,89.0,12.0,16.0,1021.0,1.0,1.0,0.1,0.3,0.2,20.0
2021-05-22,2.0,6.0,2.0,55.0,20.0,82.0,9.0,174.0,1011.0,1.0,2.0,0.1,0.3,0.5,33.0
2021-05-23,2.0,7.0,2.0,49.0,20.0,88.0,10.0,75.0,1013.0,2.0,1.0,0.1,0.3,0.2,24.0
2021-05-24,2.0,5.0,2.0,51.0,15.0,100.0,9.0,95.0,1018.0,4.0,1.0,0.1,0.3,0.2,6.0
2021-05-25,2.0,14.0,2.0,40.0,19.0,62.0,17.0,295.0,1020.0,2.0,1.0,0.1,0.3,0.2,26.0
2021-05-26,2.0,6.0,2.0,43.0,19.0,97.0,9.0,43.0,1022.0,3.0,1.0,0.1,0.3,0.2,13.0
2021-05-27,2.0,9.0,2.0,36.0,18.0,87.0,12.0,2.0,1018.0,1.0,1.0,0.1,0.3,0.2,20.0
2021-05-28,2.0,7.0,2.0,52.0,19.0,75.0,10.0,355.0,1016.0,3.0,1.0,0.1,0.3,0.2,17.0
2021-05-29,2.0,10.0,2.0,33.0,19.0,97.0,13.0,300.0,1018.0,2.0,1.0,0.1,1.0,0.5,23.0
2021-05-30,2.0,7.0,2.0,30.0,20.0,99.0,10.0,95.0,1019.0,2.0,1.0,0.1,0.3,0.2,16.0
2021-05-31,2.0,9.0,2.0,40.0,21.0,77.0,12.0,185.0,1018.0,1.0,1.0,0.1,0.3,0.2,17.0
2021-06-01,2.0,13.0,2.0,29.0,20.0,85.0,16.0,303.0,1014.0,2.0,1.0,0.1,0.3,0.2,23.0
2021-06-02,2.0,8.0,2.0,53.0,21.0,98.0,11.0,145.0,1012.0,1.0,1.0,0.1,0.3,0.2,27.0
2021-06-03,2.0,7.0,2.0,46.0,21.0,100.0,10.0,265.0,1018.0,1.0,1.0,0.1,0.3,0.2,17.0
2021-06-04,2.0,5.0,2.0,52.0,22.0,93.0,8.0,58.0,1020.0,2.0,1.0,0.1,0.3,0.2,26.0
2021-06-05,2.0,7.0,2.0,32.0,21.0,98.0,10.0,350.0,1021.0,2.0,1.0,0.1,0.3,0.2,28.0
2021-06-06,2.0,7.0,2.0,38.0,21.0,94.0,10.0,43.0,1022.0,2.0,1.0,0.1,0.3,0.2,27.0
2021-06-07,2.0,6.0,2.0,49.0,21.0,96.0,10.0,179.0,1022.0,1.0,1.0,0.1,0.3,0.2,24.0
2021-06-08,2.0,7.0,2.0,38.0,22.0,90.0,10.0,9.0,1021.0,1.0,1.0,0.1,0.3,0.2,14.0
2021-06-09,2.0,8.0,2.0,35.0,22.0,92.0,12.0,80.0,1022.0,1.0,1.0,0.1,0.3,0.2,18.0
2021-06-10,2.0,7.0,2.0,45.0,23.0,100.0,10.0,2.0,1021.0,1.0,1.0,0.1,0.3,0.2,20.0
2021-06-11,2.0,9.0,2.0,53.0,23.0,75.0,13.0,351.0,1019.0,1.0,1.0,0.1,0.3,0.2,34.0
2021-06-12,2.0,9.0,2.0,64.0,23.0,72.0,12.0,327.0,1019.0,1.0,1.0,0.1,0.3,0.2,21.0
2021-06-13,2.0,9.0,2.0,74.0,24.0,68.0,12.0,275.0,1023.0,1.0,1.0,0.1,0.3,0.2,21.0
2021-06-14,2.0,13.0,2.0,59.0,25.0,49.0,16.0,313.0,1021.0,1.0,1.0,0.1,0.3,0.2,26.0
2021-06-15,2.0,12.0,2.0,64.0,25.0,47.0,15.0,199.0,1019.0,1.0,1.0,0.1,0.3,0.2,27.0
2021-06-16,2.0,7.0,2.0,64.0,25.0,59.0,11.0,326.0,1016.0,1.0,1.0,0.1,0.3,0.2,20.0
2021-06-17,2.0,8.0,2.0,56.0,24.0,89.0,11.0,323.0,1012.0,1.0,1.0,0.1,0.3,0.2,17.0
2021-06-18,2.0,9.0,2.0,45.0,25.0,64.0,12.0,305.0,1013.0,1.0,1.0,0.1,0.3,0.2,19.0
2021-06-19,2.0,7.0,2.0,48.0,23.0,90.0,10.0,75.0,1015.0,1.0,1.0,0.1,0.3,0.2,25.0
2021-06-20,2.0,9.0,3.0,39.0,22.0,93.0,13.0,313.0,1015.0,1.0,1.0,0.1,0.3,0.2,10.0
2021-06-21,2.0,8.0,2.0,45.0,23.0,69.0,12.0,239.0,1011.0,1.0,1.0,0.1,0.3,0.2,19.0
2021-06-22,2.0,9.0,2.0,45.0,23.0,74.0,12.0,14.0,1012.0,1.0,1.0,0.1,0.3,0.2,32.0
2021-06-23,2.0,10.0,2.0,51.0,21.0,75.0,14.0,112.0,1016.0,1.0,1.0,0.1,0.3,0.2,36.0
2021-06-24,2.0,7.0,2.0,54.0,22.0,93.0,10.0,57.0,1020.0,1.0,1.0,0.1,0.3,0.2,33.0
2021-06-25,2.0,7.0,2.0,42.0,22.0,91.0,10.0,307.0,1021.0,1.0,1.0,0.1,0.3,0.2,17.0
2021-06-26,2.0,8.0,2.0,44.0,22.0,77.0,11.0,344.0,1019.0,1.0,1.0,0.1,0.3,0.2,19.0
2021-06-27,2.0,7.0,2.0,37.0,23.0,90.0,11.0,181.0,1017.0,1.0,1.0,0.1,0.3,0.2,12.0
2021-06-28,2.0,8.0,2.0,60.0,23.0,72.0,12.0,178.0,1014.0,1.0,1.0,0.1,0.3,0.2,30.0
2021-06-29,2.0,9.0,2.0,36.0,23.0,91.0,13.0,95.0,1016.0,1.0,1.0,0.1,0.3,0.2,34.0
2021-06-30,2.0,6.0,2.0,40.0,23.0,89.0,10.0,104.0,1018.0,1.0,1.0,0.1,0.3,0.2,19.0
2021-07-01,2.0,5.0,2.0,30.0,24.0,92.0,9.0,115.0,1019.0,1.0,1.0,0.1,0.3,0.2,21.0
2021-07-02,3.0,5.0,2.0,49.0,24.0,92.0,9.0,175.0,1018.0,1.0,1.0,0.13000000000000003,0.4,0.21000000000000002,22.0
2021-07-03,3.0,7.0,2.0,54.0,24.0,83.0,11.0,178.0,1017.0,1.0,2.0,0.37,0.6,1.2799999999999998,50.0
2021-07-04,2.0,16.0,2.0,45.0,25.0,82.0,19.0,113.0,1015.0,1.0,1.0,0.33,0.6399999999999999,0.8,35.0
2021-07-05,2.0,9.0,2.0,36.0,26.0,81.0,13.0,174.0,1016.0,1.0,1.0,0.27,1.1700000000000002,1.4,41.0
2021-07-06,2.0,6.0,2.0,49.0,26.0,88.0,10.0,172.0,1014.0,1.0,1.0,0.5599999999999999,0.71,0.7500000000000001,24.0
2021-07-07,2.0,7.0,2.0,38.0,26.0,72.0,11.0,121.0,1013.0,1.0,1.0,0.72,0.7,1.3800000000000001,43.0
2021-07-08,2.0,6.0,2.0,47.0,26.0,91.0,9.0,77.0,1019.0,1.0,1.0,1.1099999999999999,1.15,1.2600000000000002,23.0
2021-07-09,2.0,5.0,2.0,35.0,26.0,90.0,9.0,31.0,1024.0,1.0,1.0,1.0699999999999998,1.27,1.3199999999999998,17.0
2021-07-10,2.0,9.0,2.0,52.0,24.0,67.0,12.0,323.0,1022.0,1.0,1.0,0.89,0.8,1.6800000000000002,42.0
2021-07-11,2.0,7.0,2.0,31.0,25.0,93.0,10.0,114.0,1019.0,1.0,1.0,0.82,1.2100000000000002,1.29,18.0
2021-07-12,2.0,6.0,2.0,46.0,26.0,93.0,10.0,185.0,1016.0,1.0,2.0,0.13000000000000003,0.36,0.21000000000000002,22.0
2021-07-13,2.0,6.0,2.0,94.0,34.0,13.0,9.0,318.0,1015.0,1.0,2.0,1.58,1.06,1.3900000000000001,43.0
2021-07-14,2.0,8.0,2.0,46.0,24.0,71.0,11.0,67.0,1021.0,2.0,1.0,0.75,0.8800000000000001,1.35,18.0
2021-07-15,2.0,6.0,2.0,46.0,24.0,71.0,9.0,89.0,1021.0,1.0,1.0,0.74,1.13,1.5699999999999998,7.0
2021-07-16,2.0,6.0,2.0,46.0,24.0,84.0,9.0,74.0,1021.0,1.0,1.0,0.8300000000000001,1.1900000000000002,1.26,12.0
2021-07-17,2.0,8.0,2.0,37.0,25.0,80.0,11.0,96.0,1020.0,1.0,1.0,0.54,1.21,1.11,18.0
2021-07-18,2.0,6.0,2.0,55.0,26.0,82.0,9.0,79.0,1018.0,1.0,1.0,0.72,0.9900000000000002,1.2099999999999997,31.0
2021-07-19,2.0,5.0,2.0,70.0,25.0,78.0,9.0,114.0,1014.0,1.0,1.0,0.8400000000000001,0.89,1.53,24.0
2021-07-20,2.0,6.0,2.0,59.0,25.0,92.0,9.0,64.0,1016.0,1.0,1.0,0.78,0.8800000000000001,1.1099999999999999,18.0
2021-07-21,2.0,9.0,2.0,45.0,26.0,81.0,12.0,144.0,1019.0,1.0,1.0,0.6199999999999999,0.5700000000000001,1.06,43.0
2021-07-22,2.0,7.0,2.0,44.0,26.0,88.0,10.0,341.0,1020.0,1.0,1.0,1.1999999999999997,1.4300000000000002,1.8,27.0
2021-07-23,2.0,6.0,2.0,48.0,26.0,89.0,10.0,26.0,1019.0,1.0,1.0,0.36,0.6900000000000001,0.74,21.0
2021-07-24,2.0,7.0,2.0,55.0,28.0,70.0,10.0,132.0,1014.0,1.0,1.0,0.76,0.57,1.31,22.0
2021-07-25,2.0,7.0,2.0,48.0,27.0,93.0,10.0,58.0,1012.0,1.0,1.0,0.72,0.74,0.96,34.0
2021-07-26,2.0,6.0,2.0,60.0,27.0,90.0,9.0,155.0,1013.0,1.0,1.0,0.4,0.73,0.8299999999999998,27.0
2021-07-27,2.0,16.0,2.0,37.0,24.0,85.0,20.0,307.0,1018.0,1.0,1.0,0.7699999999999999,0.66,1.3399999999999999,23.0
2021-07-28,2.0,6.0,2.0,51.0,25.0,91.0,10.0,102.0,1016.0,1.0,1.0,0.9,1.1300000000000001,1.43,13.0
2021-07-29,2.0,7.0,2.0,45.0,26.0,89.0,10.0,84.0,1018.0,1.0,1.0,1.1099999999999999,2.0100000000000002,1.58,13.0
2021-07-30,2.0,5.0,2.0,54.0,26.0,89.0,8.0,183.0,1017.0,1.0,1.0,0.25999999999999995,0.45,0.8,6.0
2021-07-31,2.0,6.0,3.0,49.0,26.0,86.0,9.0,160.0,1013.0,1.0,1.0,0.39,0.6,0.6900000000000001,21.0
