,NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N)
2019-01-01,3.0,18.0,14.0,55.0,11.0,72.0,23.0,295.0,1029.0,3.0,1.0,0.5399999999999999,0.58,1.56,10.0
2019-01-02,4.0,23.0,14.0,45.0,10.0,93.0,28.0,301.0,1028.0,2.0,1.0,0.53,0.78,1.08,16.0
2019-01-03,4.0,23.0,19.0,38.0,9.0,97.0,29.0,300.0,1026.0,2.0,1.0,0.61,0.78,1.31,9.0
2019-01-04,7.0,36.0,12.0,7.0,9.0,100.0,47.0,279.0,1028.0,4.0,1.0,0.5,0.99,0.8400000000000001,22.0
2019-01-05,9.0,36.0,11.0,16.0,7.0,100.0,49.0,302.0,1030.0,3.0,1.0,0.41,0.73,0.47000000000000003,19.0
2019-01-06,4.0,17.0,12.0,54.0,10.0,99.0,22.0,278.0,1028.0,2.0,1.0,0.75,1.06,1.65,10.0
2019-01-07,5.0,25.0,15.0,38.0,9.0,78.0,32.0,315.0,1026.0,3.0,1.0,0.31,0.6900000000000001,0.96,8.0
2019-01-08,3.0,18.0,17.0,48.0,9.0,98.0,23.0,318.0,1028.0,2.0,1.0,1.55,1.7100000000000002,2.6100000000000003,13.0
2019-01-09,4.0,12.0,11.0,72.0,10.0,94.0,17.0,291.0,1022.0,2.0,1.0,0.74,0.8800000000000001,2.0,8.0
2019-01-10,4.0,18.0,9.0,63.0,14.0,45.0,24.0,301.0,1013.0,1.0,1.0,0.16,1.09,1.5,10.0
2019-01-11,4.0,26.0,18.0,52.0,7.0,65.0,31.0,303.0,1020.0,3.0,1.0,0.33,0.74,1.19,15.0
2019-01-12,4.0,18.0,19.0,67.0,7.0,69.0,24.0,280.0,1026.0,2.0,1.0,0.5799999999999998,0.7899999999999999,1.57,19.0
2019-01-13,3.0,18.0,16.0,59.0,8.0,72.0,23.0,267.0,1027.0,2.0,1.0,0.34,0.9099999999999999,1.4600000000000002,17.0
2019-01-14,4.0,14.0,10.0,68.0,10.0,90.0,20.0,295.0,1022.0,3.0,1.0,0.7499999999999999,0.9400000000000001,2.0100000000000002,5.0
2019-01-15,4.0,38.0,9.0,32.0,11.0,79.0,44.0,199.0,1018.0,3.0,1.0,0.37,0.8299999999999998,0.77,18.0
2019-01-16,5.0,31.0,10.0,16.0,9.0,100.0,37.0,320.0,1020.0,2.0,1.0,0.5399999999999999,0.8800000000000001,1.1400000000000001,15.0
2019-01-17,4.0,25.0,10.0,34.0,9.0,100.0,31.0,312.0,1016.0,3.0,1.0,0.45,0.82,1.2200000000000002,21.0
2019-01-18,3.0,25.0,8.0,26.0,10.0,81.0,29.0,206.0,1016.0,3.0,1.0,0.35000000000000003,1.1300000000000001,0.96,18.0
2019-01-19,4.0,39.0,10.0,21.0,11.0,85.0,45.0,336.0,1016.0,4.0,1.0,0.74,1.54,1.72,35.0
2019-01-20,4.0,32.0,10.0,36.0,11.0,87.0,39.0,298.0,1010.0,4.0,1.0,0.39,1.5399999999999998,1.34,27.0
2019-01-21,3.0,11.0,15.0,64.0,11.0,59.0,16.0,307.0,1013.0,2.0,1.0,0.4,1.1600000000000001,1.75,5.0
2019-01-22,4.0,13.0,16.0,71.0,10.0,50.0,20.0,308.0,1017.0,2.0,1.0,0.7,1.1400000000000001,1.8699999999999999,5.0
2019-01-23,6.0,33.0,17.0,31.0,11.0,56.0,42.0,188.0,1009.0,4.0,1.0,0.30000000000000004,0.6799999999999999,0.8300000000000001,24.0
2019-01-24,4.0,10.0,17.0,76.0,17.0,44.0,15.0,277.0,1002.0,2.0,1.0,0.37,1.06,1.3599999999999999,12.0
2019-01-25,4.0,13.0,20.0,55.0,15.0,59.0,19.0,326.0,1009.0,2.0,2.0,0.2,1.1300000000000001,1.4000000000000001,6.0
2019-01-26,4.0,15.0,17.0,57.0,17.0,48.0,21.0,299.0,1013.0,1.0,1.0,0.13000000000000003,0.78,1.2399999999999998,10.0
2019-01-27,6.0,22.0,13.0,41.0,13.0,83.0,31.0,257.0,1013.0,2.0,1.0,0.41,0.64,0.8399999999999999,14.0
2019-01-28,3.0,8.0,10.0,83.0,15.0,35.0,14.0,321.0,1013.0,2.0,2.0,0.99,1.36,1.9600000000000002,7.0
2019-01-29,4.0,9.0,15.0,78.0,15.0,44.0,14.0,275.0,1013.0,2.0,1.0,0.5800000000000001,1.06,1.49,12.0
2019-01-30,4.0,10.0,17.0,67.0,15.0,52.0,16.0,241.0,1008.0,2.0,1.0,0.5199999999999999,0.6599999999999999,1.3599999999999999,10.0
2019-01-31,4.0,11.0,15.0,73.0,15.0,43.0,16.0,264.0,1007.0,3.0,1.0,0.8300000000000001,0.9800000000000001,1.69,12.0
2019-02-01,3.0,10.0,11.0,60.0,17.0,69.0,15.0,205.0,1001.0,2.0,2.0,0.31,0.75,0.6600000000000001,19.0
2019-02-02,4.0,6.0,15.0,96.0,14.0,45.0,12.0,275.0,997.0,1.0,1.0,1.09,1.5799999999999998,1.9600000000000002,6.0
2019-02-03,3.0,9.0,14.0,86.0,11.0,36.0,14.0,316.0,1013.0,1.0,2.0,1.9100000000000001,1.1300000000000001,1.8,25.0
2019-02-04,3.0,9.0,17.0,76.0,10.0,41.0,14.0,338.0,1022.0,2.0,2.0,1.2200000000000002,1.47,1.9600000000000002,6.0
2019-02-05,4.0,36.0,16.0,27.0,8.0,87.0,42.0,265.0,1024.0,3.0,1.0,0.54,0.93,1.0299999999999998,27.0
2019-02-06,4.0,17.0,16.0,68.0,13.0,52.0,23.0,272.0,1023.0,2.0,1.0,0.41999999999999993,0.7899999999999999,1.48,20.0
2019-02-07,4.0,31.0,19.0,40.0,12.0,54.0,37.0,222.0,1019.0,3.0,1.0,0.18000000000000002,0.5,0.6199999999999999,22.0
2019-02-08,4.0,41.0,20.0,26.0,11.0,68.0,48.0,262.0,1019.0,3.0,1.0,0.27999999999999997,1.15,1.28,39.0
2019-02-09,10.0,46.0,23.0,11.0,9.0,98.0,60.0,284.0,1019.0,3.0,1.0,0.6199999999999999,0.8200000000000001,0.9200000000000002,50.0
2019-02-10,5.0,39.0,23.0,33.0,10.0,87.0,46.0,301.0,1019.0,3.0,1.0,0.43000000000000005,0.96,1.22,30.0
2019-02-11,4.0,13.0,21.0,47.0,14.0,59.0,19.0,254.0,1020.0,2.0,1.0,0.29000000000000004,0.71,0.89,16.0
2019-02-12,4.0,16.0,12.0,51.0,13.0,86.0,22.0,324.0,1026.0,3.0,1.0,0.6,1.11,1.1800000000000002,18.0
2019-02-13,4.0,31.0,12.0,22.0,9.0,97.0,37.0,316.0,1029.0,2.0,1.0,0.59,1.1099999999999999,1.1199999999999999,26.0
2019-02-14,4.0,16.0,12.0,52.0,11.0,84.0,22.0,312.0,1029.0,4.0,1.0,0.6900000000000001,1.1400000000000001,1.47,19.0
2019-02-15,3.0,11.0,14.0,59.0,12.0,91.0,16.0,340.0,1027.0,4.0,1.0,0.41,0.9099999999999999,1.4300000000000002,16.0
2019-02-16,4.0,12.0,15.0,72.0,13.0,88.0,17.0,58.0,1024.0,4.0,1.0,0.12000000000000002,0.36,0.38000000000000006,15.0
2019-02-17,4.0,13.0,13.0,60.0,11.0,94.0,19.0,334.0,1023.0,3.0,1.0,0.41,0.78,1.3299999999999998,13.0
2019-02-18,4.0,20.0,12.0,46.0,11.0,100.0,26.0,323.0,1020.0,3.0,1.0,0.51,1.07,1.48,22.0
2019-02-19,4.0,19.0,14.0,54.0,11.0,99.0,24.0,325.0,1017.0,3.0,1.0,1.19,1.81,2.1399999999999997,22.0
2019-02-20,4.0,22.0,14.0,50.0,10.0,94.0,27.0,316.0,1019.0,3.0,1.0,0.5,1.53,1.4300000000000002,26.0
2019-02-21,3.0,24.0,14.0,52.0,11.0,97.0,28.0,302.0,1024.0,3.0,1.0,0.76,0.8699999999999999,1.55,31.0
2019-02-22,4.0,28.0,14.0,45.0,10.0,89.0,35.0,302.0,1029.0,2.0,1.0,0.5200000000000001,0.96,1.1400000000000001,28.0
2019-02-23,5.0,34.0,12.0,46.0,11.0,83.0,42.0,287.0,1025.0,3.0,1.0,0.38,1.85,1.34,43.0
2019-02-24,6.0,41.0,16.0,32.0,12.0,60.0,50.0,277.0,1024.0,2.0,1.0,0.43999999999999995,2.8500000000000005,1.98,50.0
2019-02-25,4.0,24.0,14.0,38.0,12.0,95.0,30.0,297.0,1031.0,2.0,1.0,0.54,0.8299999999999998,1.1800000000000002,26.0
2019-02-26,4.0,21.0,15.0,54.0,11.0,88.0,26.0,293.0,1029.0,2.0,1.0,0.5900000000000001,0.76,1.31,31.0
2019-02-27,4.0,35.0,15.0,38.0,10.0,65.0,41.0,313.0,1027.0,2.0,1.0,0.34,0.9399999999999998,0.8,36.0
2019-02-28,3.0,40.0,13.0,31.0,10.0,78.0,45.0,265.0,1024.0,3.0,1.0,0.53,0.8099999999999999,1.0599999999999998,28.0
2019-03-01,7.0,62.0,12.0,9.0,13.0,90.0,72.0,278.0,1023.0,2.0,1.0,0.45,0.61,0.73,43.0
2019-03-02,6.0,54.0,16.0,18.0,13.0,84.0,62.0,289.0,1020.0,3.0,1.0,0.6,0.7100000000000002,0.8600000000000001,51.0
2019-03-03,5.0,44.0,13.0,28.0,12.0,92.0,52.0,205.0,1022.0,3.0,1.0,0.44000000000000006,0.7300000000000002,0.62,34.0
2019-03-04,4.0,28.0,13.0,69.0,14.0,57.0,33.0,200.0,1019.0,2.0,1.0,0.3,0.71,1.2399999999999998,28.0
2019-03-05,5.0,38.0,13.0,29.0,14.0,90.0,46.0,237.0,1016.0,3.0,1.0,0.45999999999999996,0.8300000000000001,0.97,28.0
2019-03-06,5.0,30.0,17.0,15.0,14.0,98.0,37.0,193.0,1014.0,2.0,1.0,0.4600000000000001,1.4600000000000002,0.75,15.0
2019-03-07,3.0,7.0,17.0,75.0,18.0,45.0,12.0,284.0,1011.0,1.0,1.0,0.55,0.95,1.36,5.0
2019-03-08,4.0,17.0,14.0,55.0,12.0,71.0,23.0,270.0,1015.0,2.0,1.0,0.43,0.9399999999999998,1.32,15.0
2019-03-09,3.0,10.0,20.0,38.0,12.0,73.0,13.0,314.0,1024.0,2.0,1.0,0.58,0.7899999999999999,1.7600000000000002,31.0
2019-03-10,4.0,28.0,24.0,42.0,12.0,79.0,34.0,315.0,1029.0,2.0,1.0,0.36,0.9,1.35,22.0
2019-03-11,4.0,39.0,18.0,23.0,14.0,80.0,45.0,254.0,1024.0,2.0,1.0,0.52,1.12,0.93,31.0
2019-03-12,3.0,22.0,13.0,46.0,14.0,84.0,27.0,286.0,1028.0,2.0,1.0,0.26,0.66,0.77,15.0
2019-03-13,4.0,14.0,15.0,35.0,14.0,78.0,19.0,266.0,1020.0,2.0,1.0,0.52,0.8400000000000001,1.1800000000000002,21.0
2019-03-14,4.0,31.0,14.0,32.0,12.0,84.0,37.0,306.0,1025.0,2.0,1.0,0.45000000000000007,1.03,0.9500000000000002,25.0
2019-03-15,4.0,22.0,11.0,53.0,13.0,85.0,28.0,234.0,1023.0,2.0,1.0,0.33,1.19,1.02,17.0
2019-03-16,4.0,35.0,12.0,40.0,13.0,55.0,41.0,245.0,1022.0,2.0,1.0,0.33,0.8400000000000001,0.9800000000000001,25.0
2019-03-17,6.0,28.0,10.0,21.0,13.0,51.0,36.0,226.0,1017.0,2.0,1.0,0.45,1.02,1.15,31.0
2019-03-18,4.0,2.0,9.0,63.0,18.0,36.0,3.0,295.0,1014.0,1.0,1.0,0.48,1.1199999999999999,1.28,26.0
2019-03-19,4.0,32.0,9.0,38.0,13.0,83.0,38.0,296.0,1023.0,3.0,1.0,0.33,0.75,1.02,28.0
2019-03-20,3.0,5.0,7.0,38.0,12.0,81.0,8.0,314.0,1024.0,4.0,1.0,0.29000000000000004,0.99,1.31,11.0
2019-03-21,5.0,7.0,16.0,42.0,9.0,88.0,15.0,325.0,1026.0,3.0,1.0,0.8400000000000001,1.03,1.64,15.0
2019-03-22,7.0,10.0,13.0,59.0,11.0,79.0,20.0,329.0,1024.0,2.0,1.0,0.37,0.62,0.77,22.0
2019-03-23,5.0,7.0,18.0,41.0,15.0,70.0,15.0,297.0,1023.0,3.0,1.0,0.5700000000000001,1.04,1.48,30.0
2019-03-24,6.0,9.0,12.0,49.0,12.0,100.0,18.0,319.0,1021.0,2.0,1.0,1.0799999999999998,1.6800000000000002,2.1699999999999995,24.0
2019-03-25,6.0,8.0,15.0,27.0,14.0,70.0,16.0,301.0,1019.0,2.0,1.0,0.37,0.8900000000000002,1.09,22.0
2019-03-26,6.0,10.0,13.0,40.0,13.0,74.0,19.0,307.0,1015.0,1.0,1.0,0.39999999999999997,0.99,1.4000000000000001,29.0
2019-03-27,8.0,12.0,13.0,74.0,12.0,69.0,23.0,39.0,1019.0,2.0,1.0,0.58,0.74,0.7100000000000002,26.0
2019-03-28,7.0,11.0,14.0,61.0,11.0,80.0,21.0,290.0,1023.0,2.0,1.0,0.33,0.72,1.6600000000000001,21.0
2019-03-29,3.0,28.0,14.0,49.0,11.0,88.0,33.0,297.0,1024.0,2.0,1.0,0.42000000000000004,0.76,0.8800000000000001,22.0
2019-03-30,3.0,20.0,12.0,59.0,11.0,85.0,25.0,325.0,1022.0,2.0,1.0,0.47000000000000003,0.9500000000000002,1.1099999999999999,20.0
2019-03-31,6.0,8.0,11.0,68.0,13.0,83.0,17.0,64.0,1015.0,3.0,1.0,0.19,0.38999999999999996,0.5700000000000001,18.0
2019-04-01,8.0,11.0,14.0,37.0,14.0,100.0,23.0,339.0,1009.0,4.0,1.0,0.53,0.6799999999999999,0.73,15.0
2019-04-02,5.0,5.0,15.0,45.0,15.0,95.0,13.0,50.0,1014.0,2.0,1.0,0.24000000000000005,0.29999999999999993,0.21000000000000002,23.0
2019-04-03,9.0,10.0,12.0,41.0,16.0,78.0,24.0,251.0,1010.0,2.0,1.0,0.24000000000000005,0.95,0.75,23.0
2019-04-04,4.0,5.0,13.0,46.0,16.0,84.0,10.0,303.0,998.0,2.0,1.0,0.5900000000000001,1.4600000000000002,1.3,25.0
2019-04-05,3.0,3.0,12.0,77.0,15.0,72.0,7.0,182.0,1002.0,3.0,1.0,0.53,0.51,1.2200000000000002,18.0
2019-04-06,5.0,6.0,14.0,88.0,12.0,59.0,15.0,277.0,1001.0,1.0,1.0,0.9400000000000001,1.1099999999999999,1.9600000000000002,3.0
2019-04-07,2.6,5.7,14.0,82.0,14.0,53.0,9.6,281.0,1005.0,2.0,2.0,1.0,1.2899999999999998,2.0,5.0
2019-04-08,2.65,9.34,13.0,66.0,18.0,47.0,13.580000000000002,271.0,1012.0,2.0,1.0,0.5399999999999999,1.0200000000000002,1.42,11.0
2019-04-09,2.8,8.7,15.0,52.0,18.0,67.0,12.8,290.0,1010.0,3.0,1.0,0.39,0.8400000000000001,1.2100000000000002,15.0
2019-04-10,2.6,7.0,17.0,80.0,18.0,43.0,10.8,274.0,1012.0,2.0,1.0,0.58,1.06,1.49,10.0
2019-04-11,2.46,8.16,14.0,76.0,15.0,54.0,12.209999999999999,264.0,1012.0,1.0,1.0,0.96,1.06,1.9100000000000001,6.0
2019-04-12,2.3,7.7,12.0,75.0,17.0,45.0,11.4,277.0,1013.0,1.0,1.0,0.4,1.05,1.37,14.0
2019-04-13,2.3,9.3,13.0,70.0,16.0,50.0,12.7,277.0,1014.0,2.0,1.0,0.54,0.9200000000000002,1.44,21.0
2019-04-14,2.3600000000000003,7.74,16.0,101.0,20.0,33.0,11.59,235.0,1016.0,1.0,1.0,1.1199999999999999,1.34,1.95,11.0
2019-04-15,3.1,15.6,17.0,63.0,18.0,50.0,20.1,183.0,1013.0,2.0,1.0,0.4,0.55,0.9700000000000001,26.0
2019-04-16,3.0,20.0,14.0,62.0,17.0,95.0,25.0,244.0,1013.0,2.0,1.0,0.5700000000000001,0.7799999999999999,0.9700000000000001,30.0
2019-04-17,3.0,9.0,19.0,65.0,17.0,93.0,13.0,31.0,1017.0,3.0,1.0,0.35,0.48999999999999994,0.86,24.0
2019-04-18,4.0,6.0,12.0,74.0,16.0,89.0,13.0,37.0,1011.0,3.0,1.0,0.34,0.6,0.9199999999999999,23.0
2019-04-19,4.0,12.0,17.0,76.0,16.0,85.0,18.0,184.0,1011.0,3.0,1.0,0.82,0.74,1.56,11.0
2019-04-20,2.0,9.0,16.0,89.0,14.0,98.0,13.0,326.0,1012.0,3.0,2.0,0.29,0.58,0.72,4.0
2019-04-21,3.0,4.0,12.0,84.0,15.0,99.0,8.0,342.0,1010.0,5.0,1.0,0.41,0.47000000000000003,0.8800000000000001,27.0
2019-04-22,7.0,9.0,10.0,82.0,15.0,83.0,19.0,304.0,1002.0,5.0,1.0,0.54,0.68,1.8699999999999999,5.0
2019-04-23,6.0,7.0,12.0,72.0,17.0,75.0,16.0,183.0,998.0,2.0,1.0,0.5,0.59,1.0699999999999998,18.0
2019-04-24,1.0,2.0,18.0,92.0,16.0,50.0,3.0,264.0,1002.0,2.0,1.0,1.1400000000000001,1.4300000000000002,1.9600000000000002,11.0
2019-04-25,6.0,8.0,17.0,56.0,15.0,87.0,17.0,216.0,1009.0,2.0,1.0,0.49000000000000005,0.9,1.01,22.0
2019-04-26,9.0,11.0,11.0,68.0,19.0,53.0,24.0,323.0,1015.0,1.0,1.0,0.71,0.8099999999999999,1.2899999999999998,19.0
2019-04-27,7.0,7.0,15.0,71.0,17.0,62.0,18.0,284.0,1022.0,2.0,1.0,0.96,0.9099999999999999,1.9099999999999997,11.0
2019-04-28,8.0,11.0,15.0,47.0,16.0,83.0,23.0,312.0,1023.0,1.0,1.0,0.6900000000000001,0.95,1.77,21.0
2019-04-29,6.0,7.0,13.0,48.0,17.0,75.0,16.0,299.0,1019.0,1.0,1.0,0.6300000000000001,0.6799999999999999,1.45,14.0
2019-04-30,7.0,11.0,10.0,45.0,16.0,96.0,22.0,105.0,1017.0,2.0,1.0,0.29000000000000004,0.67,0.44000000000000006,21.0
2019-05-01,6.0,8.0,15.0,59.0,17.0,93.0,16.0,46.0,1015.0,2.0,1.0,0.27,0.54,0.4600000000000001,18.0
2019-05-02,2.0,3.0,10.0,57.0,17.0,90.0,6.0,336.0,1013.0,1.0,1.0,0.13000000000000003,0.41,1.0,16.0
2019-05-03,6.0,8.0,12.0,57.0,16.0,88.0,17.0,328.0,1012.0,2.0,1.0,0.54,1.16,0.9899999999999999,18.0
2019-05-04,3.0,2.0,11.0,72.0,16.0,89.0,4.0,53.0,1011.0,4.0,1.0,0.1,0.29999999999999993,0.2,20.0
2019-05-05,3.0,14.0,14.0,73.0,17.0,89.0,19.0,227.0,1012.0,1.0,1.0,0.53,0.7699999999999999,0.8699999999999999,23.0
2019-05-06,3.0,11.0,11.0,71.0,17.0,86.0,16.0,180.0,1014.0,2.0,1.0,0.65,0.74,1.5299999999999998,20.0
2019-05-07,3.0,18.0,17.0,61.0,18.0,92.0,23.0,90.0,1017.0,2.0,1.0,0.78,1.0,1.7600000000000002,31.0
2019-05-08,4.0,17.0,11.0,81.0,18.0,94.0,24.0,172.0,1014.0,1.0,1.0,0.1,0.7,0.4,38.0
2019-05-09,5.0,6.0,15.0,38.0,25.0,47.0,14.0,240.0,1012.0,1.0,1.0,0.2,1.7,0.8,9.0
2019-05-10,1.0,2.0,11.0,28.0,20.0,89.0,3.0,121.0,1014.0,1.0,1.0,0.1,0.3,0.2,31.0
2019-05-11,5.0,7.0,12.0,41.0,23.0,63.0,14.0,197.0,1016.0,1.0,1.0,0.1,0.5,0.2,26.0
2019-05-12,6.0,9.0,12.0,50.0,21.0,63.0,18.0,325.0,1023.0,1.0,1.0,0.1,0.5,0.2,21.0
2019-05-13,1.0,2.0,10.0,56.0,18.0,78.0,3.0,181.0,1021.0,1.0,1.0,0.1,0.3,0.2,22.0
2019-05-14,3.0,3.0,9.0,55.0,17.0,76.0,6.0,355.0,1021.0,1.0,1.0,0.45999999999999996,0.6900000000000001,0.8200000000000001,26.0
2019-05-15,5.0,6.0,10.0,64.0,18.0,76.0,14.0,185.0,1016.0,1.0,1.0,0.47000000000000003,0.58,1.1099999999999999,17.0
2019-05-16,6.0,9.0,12.0,73.0,20.0,92.0,18.0,51.0,1013.0,1.0,1.0,0.43999999999999995,0.6,1.0699999999999998,19.0
2019-05-17,6.0,4.0,12.0,78.0,19.0,82.0,13.0,192.0,1007.0,1.0,1.0,0.6599999999999999,0.5999999999999999,1.24,24.0
2019-05-18,5.0,7.0,11.0,40.0,21.0,41.0,14.0,243.0,1009.0,1.0,1.0,0.6900000000000002,1.37,1.15,30.0
2019-05-19,6.0,7.0,9.0,42.0,18.0,47.0,15.0,192.0,1010.0,1.0,1.0,0.62,0.9800000000000002,1.42,37.0
2019-05-20,1.0,2.0,14.0,65.0,19.0,36.0,3.0,226.0,1011.0,1.0,1.0,0.30000000000000004,0.7999999999999999,1.1,14.0
2019-05-21,7.0,10.0,10.0,41.0,19.0,85.0,21.0,134.0,1013.0,3.0,1.0,0.4,0.5399999999999999,1.05,36.0
2019-05-22,7.0,11.0,9.0,40.0,18.0,91.0,22.0,327.0,1016.0,1.0,1.0,0.6900000000000001,0.82,1.4,9.0
2019-05-23,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2019-05-24,3.0,3.0,16.0,64.0,22.0,56.0,7.0,140.0,1015.0,1.0,1.0,0.5,0.7699999999999999,1.13,41.0
2019-05-25,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2019-05-26,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2019-05-27,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2019-05-28,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2019-05-29,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2019-05-30,8.0,12.0,1.0,45.6,18.0,73.0,24.0,330.0,1022.0,1.0,1.0,0.1,0.5,0.2,20.0
2019-05-31,9.0,7.0,7.0,34.0,18.0,75.0,22.0,305.0,1024.0,1.0,1.0,0.1,0.3,0.2,21.0
2019-06-01,3.0,5.0,3.0,34.0,19.0,70.0,8.0,336.0,1022.0,1.0,1.0,0.1,0.4,0.2,19.0
2019-06-02,5.0,8.0,7.0,53.0,20.0,58.0,16.0,292.0,1020.0,1.0,1.0,0.1,0.3,0.2,14.0
2019-06-03,5.0,7.0,6.0,48.0,20.0,78.0,15.0,235.0,1019.0,1.0,1.0,0.1,0.3,0.2,18.0
2019-06-04,7.0,11.0,24.0,55.0,21.0,73.0,21.0,98.0,1016.0,1.0,1.0,0.2,0.5,0.2,26.0
2019-06-05,3.0,11.0,31.0,62.0,21.0,68.0,15.0,176.0,1008.0,1.0,1.0,0.2,0.3,0.2,34.0
2019-06-06,2.0,15.0,17.0,30.0,21.0,59.0,18.0,169.0,1013.0,1.0,1.0,0.2,0.4,0.2,49.0
2019-06-07,3.0,16.0,3.0,61.0,20.0,89.0,20.0,148.0,1011.0,1.0,1.0,0.1,0.4,0.2,32.0
2019-06-08,3.0,49.0,5.0,29.0,21.0,62.0,53.0,210.0,1017.0,1.0,1.0,0.2,1.1,0.6,30.0
2019-06-09,3.0,12.0,31.0,54.0,21.0,78.0,17.0,128.0,1018.0,1.0,1.0,0.1,0.3,0.2,40.0
2019-06-10,2.0,11.0,3.0,46.0,22.0,78.0,15.0,223.0,1013.0,1.0,1.0,0.2,0.3,0.2,34.0
2019-06-11,3.0,16.0,3.0,56.0,21.0,85.0,21.0,164.0,1012.0,1.0,1.0,0.1,0.3,0.2,51.0
2019-06-12,2.0,4.0,8.0,56.0,19.0,79.0,6.0,64.0,1013.0,1.0,1.0,0.1,0.3,0.2,18.0
2019-06-13,3.0,7.0,3.0,60.0,20.0,90.0,11.0,53.0,1013.0,1.0,1.0,0.1,0.3,0.2,21.0
2019-06-14,3.0,6.0,3.0,59.0,21.0,69.0,9.0,308.0,1010.0,1.0,1.0,0.1,0.4,0.2,22.0
2019-06-15,1.0,8.0,2.0,73.0,22.0,64.0,10.0,189.0,1013.0,1.0,1.0,0.1,0.4,0.2,27.0
2019-06-16,4.0,25.0,12.0,79.0,22.0,42.0,31.0,170.0,1018.0,1.0,1.0,0.3,0.7,0.3,35.0
2019-06-17,5.0,15.0,7.0,48.0,20.0,86.0,21.0,177.0,1018.0,1.0,1.0,0.1,0.3,0.2,24.0
2019-06-18,4.0,24.0,3.0,53.0,21.0,59.0,30.0,102.0,1016.0,1.0,1.0,0.14000000000000004,0.5599999999999999,0.41000000000000003,28.0
2019-06-19,5.0,9.0,18.0,64.0,21.0,87.0,16.0,180.0,1015.0,1.0,1.0,0.7,0.72,1.52,28.0
2019-06-20,4.0,19.0,9.0,44.0,22.0,84.0,25.0,176.0,1013.0,1.0,2.0,0.64,0.82,1.1400000000000001,18.0
2019-06-21,5.0,24.0,2.0,48.0,21.0,96.0,31.0,48.0,1014.0,1.0,1.0,0.33,0.9000000000000001,1.0699999999999998,31.0
2019-06-22,4.0,12.0,77.0,46.0,23.0,78.0,18.0,61.0,1016.0,1.0,1.0,1.6600000000000001,1.42,1.7100000000000002,29.0
2019-06-23,4.0,17.0,2.0,40.0,22.0,90.0,23.0,64.0,1016.0,1.0,1.0,0.7100000000000001,0.9300000000000003,0.8700000000000001,23.0
2019-06-24,3.0,10.0,7.0,44.0,23.0,84.0,14.0,333.0,1015.0,1.0,1.0,1.0399999999999998,0.9200000000000002,1.6300000000000001,61.0
2019-06-25,5.0,10.0,21.0,51.0,24.0,80.0,18.0,87.0,1017.0,1.0,1.0,1.5699999999999998,1.27,1.69,36.0
2019-06-26,4.0,10.0,8.0,43.0,23.0,87.0,16.0,1.0,1019.0,1.0,1.0,0.37,0.63,0.8300000000000001,38.0
2019-06-27,3.0,9.0,2.0,61.0,25.0,87.0,14.0,296.0,1019.0,1.0,1.0,0.69,0.57,1.25,34.0
2019-06-28,4.0,14.0,3.0,75.0,26.0,58.0,21.0,278.0,1020.0,1.0,1.0,0.5900000000000001,0.8200000000000001,1.4200000000000002,17.0
2019-06-29,5.0,40.0,4.0,46.0,26.0,57.0,47.0,315.0,1019.0,1.0,1.0,0.48,0.6199999999999999,0.9,42.0
2019-06-30,1.0,5.0,2.0,58.0,26.0,52.0,6.0,15.0,1019.0,1.0,1.0,0.5900000000000001,1.0000000000000002,1.0299999999999998,31.0
2019-07-01,4.0,24.0,6.0,67.0,26.0,63.0,31.0,88.0,1020.0,1.0,1.0,0.62,0.7599999999999999,0.95,34.0
