NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N),Ruido (dBA)
2.0,8.0,9.0,63.0,26.0,82.0,12.0,81.0,1020.0,1.0,1.0,,,,55.0,
2.0,8.0,9.0,61.0,26.0,86.0,12.0,212.0,1020.0,1.0,1.0,,,,25.0,
3.0,9.0,9.0,52.0,25.0,87.0,13.0,331.0,1020.0,1.0,1.0,,,,23.0,
3.0,8.0,7.0,58.0,25.0,85.0,13.0,328.0,1020.0,1.0,1.0,,,,18.0,
4.0,8.0,7.0,60.0,26.0,82.0,14.0,302.0,1020.0,1.0,1.0,,,,23.0,
3.0,7.0,7.0,62.0,25.0,84.0,12.0,333.0,1019.0,1.0,1.0,,,,20.0,
4.0,7.0,8.0,62.0,25.0,79.0,14.0,56.0,1018.0,1.0,1.0,,,,28.0,
4.0,7.0,8.0,60.0,25.0,86.0,13.0,191.0,1018.0,1.0,1.0,,,,26.0,
4.0,12.0,9.0,48.0,25.0,86.0,18.0,323.0,1018.0,1.0,1.0,,,,22.0,
5.0,16.0,9.0,50.0,25.0,83.0,23.0,259.0,1017.0,16.0,1.0,,,,22.0,
5.0,18.0,9.0,58.0,26.0,74.0,26.0,30.0,1018.0,105.0,1.0,,,,33.0,
6.0,15.0,10.0,72.0,27.0,72.0,24.0,269.0,1018.0,212.0,1.0,,,,53.0,
4.0,10.0,8.0,81.0,28.0,73.0,16.0,172.0,1019.0,340.0,1.0,,,,45.0,
4.0,10.0,9.0,93.0,30.0,64.0,16.0,100.0,1019.0,745.0,1.0,,,,32.0,
4.0,8.0,9.0,102.0,31.0,58.0,14.0,98.0,1019.0,830.0,1.0,,,,42.0,
3.0,8.0,7.0,106.0,32.0,57.0,12.0,103.0,1019.0,857.0,1.0,,,,54.0,
4.0,8.0,9.0,102.0,32.0,58.0,13.0,95.0,1019.0,856.0,1.0,,,,48.0,
3.0,6.0,8.0,97.0,33.0,56.0,10.0,133.0,1019.0,844.0,1.0,,,,50.0,
4.0,9.0,8.0,92.0,33.0,54.0,14.0,152.0,1018.0,758.0,2.0,,,,30.0,
4.0,8.0,10.0,98.0,32.0,53.0,13.0,174.0,1018.0,496.0,3.0,,,,44.0,
4.0,8.0,9.0,100.0,31.0,58.0,14.0,173.0,1017.0,363.0,3.0,,,,43.0,
4.0,9.0,7.0,97.0,30.0,62.0,15.0,172.0,1017.0,130.0,2.0,,,,42.0,
4.0,10.0,8.0,95.0,29.0,66.0,16.0,177.0,1017.0,42.0,2.0,,,,35.0,
4.0,8.0,9.0,84.0,28.0,72.0,15.0,183.0,1017.0,8.0,2.0,,,,46.0,
4.0,9.0,9.0,75.0,27.0,79.0,16.0,181.0,1017.0,1.0,2.0,,,,45.0,
3.0,7.0,10.0,75.0,26.0,87.0,13.0,183.0,1018.0,1.0,3.0,,,,37.0,
3.0,8.0,9.0,68.0,25.0,89.0,14.0,182.0,1018.0,1.0,2.0,,,,35.0,
3.0,9.0,9.0,72.0,25.0,89.0,14.0,181.0,1017.0,1.0,1.0,,,,43.0,
3.0,9.0,7.0,66.0,25.0,88.0,14.0,201.0,1017.0,1.0,1.0,,,,38.0,
3.0,9.0,8.0,69.0,25.0,87.0,13.0,274.0,1016.0,1.0,1.0,,,,39.0,
3.0,9.0,8.0,56.0,24.0,88.0,14.0,310.0,1016.0,1.0,1.0,,,,43.0,
3.0,9.0,9.0,49.0,24.0,90.0,13.0,298.0,1015.0,1.0,1.0,,,,33.0,
3.0,11.0,9.0,40.0,24.0,90.0,16.0,128.0,1015.0,1.0,1.0,,,,45.0,
5.0,19.0,9.0,40.0,23.0,87.0,27.0,160.0,1016.0,17.0,1.0,,,,43.0,
5.0,21.0,10.0,52.0,25.0,74.0,28.0,231.0,1016.0,164.0,1.0,,,,83.0,
4.0,17.0,9.0,52.0,29.0,65.0,24.0,120.0,1016.0,369.0,1.0,,,,63.0,
4.0,13.0,7.0,83.0,32.0,41.0,18.0,313.0,1017.0,572.0,1.0,,,,20.0,
3.0,13.0,7.0,102.0,34.0,29.0,18.0,323.0,1017.0,746.0,1.0,,,,27.0,
3.0,11.0,8.0,123.0,34.0,34.0,15.0,111.0,1018.0,860.0,2.0,,,,123.0,
3.0,9.0,8.0,98.0,31.0,57.0,13.0,94.0,1018.0,926.0,2.0,,,,104.0,
3.0,9.0,8.0,106.0,31.0,54.0,13.0,97.0,1018.0,912.0,2.0,,,,45.0,
3.0,7.0,9.0,105.0,32.0,53.0,11.0,146.0,1018.0,871.0,3.0,,,,60.0,
4.0,11.0,11.0,94.0,31.0,58.0,16.0,173.0,1017.0,775.0,3.0,,,,51.0,
4.0,13.0,9.0,94.0,31.0,57.0,18.0,167.0,1017.0,496.0,2.0,,,,44.0,
4.0,13.0,8.0,104.0,31.0,59.0,19.0,167.0,1016.0,369.0,2.0,,,,47.0,
4.0,14.0,10.0,96.0,30.0,60.0,21.0,160.0,1016.0,124.0,1.0,,,,42.0,
4.0,18.0,11.0,87.0,30.0,61.0,24.0,134.0,1016.0,38.0,1.0,,,,53.0,
3.0,10.0,10.0,77.0,28.0,71.0,14.0,95.0,1016.0,6.0,1.0,,,,203.0,
5.0,10.0,10.0,72.0,27.0,77.0,18.0,94.0,1017.0,1.0,1.0,,,,105.0,
8.0,11.0,10.0,62.0,26.0,82.0,23.0,52.0,1017.0,1.0,1.0,,,,40.0,
6.0,11.0,9.0,55.0,26.0,84.0,20.0,95.0,1017.0,1.0,1.0,,,,37.0,
5.0,12.0,7.0,53.0,26.0,86.0,20.0,119.0,1017.0,1.0,1.0,,,,38.0,
8.0,10.0,6.0,57.0,26.0,87.0,22.0,114.0,1017.0,2.0,1.0,,,,39.0,
6.0,10.0,7.0,69.0,25.0,88.0,18.0,154.0,1016.0,1.0,1.0,,,,32.0,
5.0,9.0,7.0,83.0,25.0,86.0,16.0,197.0,1016.0,2.0,1.0,,,,26.0,
4.0,12.0,7.0,60.0,25.0,86.0,19.0,324.0,1015.0,1.0,1.0,,,,26.0,
5.0,17.0,9.0,51.0,24.0,89.0,25.0,255.0,1015.0,2.0,1.0,,,,38.0,
6.0,15.0,9.0,53.0,25.0,88.0,24.0,233.0,1016.0,18.0,1.0,,,,42.0,
11.0,20.0,12.0,41.0,25.0,88.0,36.0,345.0,1016.0,117.0,1.0,,,,56.0,
5.0,11.0,11.0,65.0,27.0,80.0,19.0,145.0,1016.0,340.0,1.0,,,,49.0,
5.0,12.0,8.0,80.0,28.0,70.0,19.0,136.0,1017.0,484.0,1.0,,,,43.0,
5.0,10.0,7.0,91.0,30.0,60.0,18.0,107.0,1017.0,720.0,1.0,,,,36.0,
5.0,10.0,7.0,103.0,31.0,54.0,17.0,111.0,1017.0,657.0,1.0,,,,45.0,
5.0,12.0,7.0,107.0,31.0,55.0,19.0,126.0,1017.0,863.0,1.0,,,,53.0,
6.0,14.0,4.0,112.0,31.0,54.0,21.0,149.0,1017.0,802.0,2.0,,,,60.0,
5.0,10.0,6.0,107.0,31.0,54.0,17.0,159.0,1017.0,898.0,2.0,,,,45.0,
4.0,8.0,10.0,97.0,31.0,54.0,14.0,163.0,1016.0,773.0,2.0,,,,36.0,
4.0,7.0,10.0,86.0,30.0,60.0,14.0,175.0,1016.0,483.0,3.0,,,,43.0,
10.0,7.0,9.0,98.0,29.0,57.0,22.0,175.0,1016.0,362.0,3.0,,,,23.0,
14.0,9.0,11.0,110.0,30.0,49.0,30.0,171.0,1016.0,123.0,2.0,,,,24.0,
15.0,12.0,11.0,115.0,30.0,46.0,35.0,172.0,1016.0,36.0,2.0,,,,41.0,
15.0,13.0,11.0,103.0,29.0,54.0,36.0,167.0,1016.0,6.0,1.0,,,,89.0,
15.0,12.0,11.0,83.0,27.0,67.0,36.0,182.0,1017.0,1.0,1.0,,,,53.0,
15.0,9.0,11.0,82.0,26.0,75.0,32.0,180.0,1018.0,1.0,2.0,,,,45.0,
15.0,7.0,10.0,86.0,25.0,80.0,30.0,182.0,1018.0,1.0,2.0,,,,29.0,
15.0,9.0,8.0,73.0,25.0,78.0,31.0,184.0,1018.0,1.0,1.0,,,,27.0,
15.0,9.0,7.0,64.0,24.0,80.0,32.0,329.0,1017.0,1.0,1.0,,,,33.0,
17.0,8.0,8.0,68.0,24.0,80.0,34.0,244.0,1017.0,1.0,1.0,,,,30.0,
16.0,10.0,9.0,52.0,24.0,82.0,35.0,111.0,1017.0,1.0,1.0,,,,32.0,
17.0,11.0,11.0,45.0,23.0,84.0,37.0,279.0,1017.0,1.0,1.0,,,,33.0,
17.0,15.0,10.0,39.0,23.0,83.0,41.0,295.0,1017.0,1.0,1.0,,,,31.0,
17.0,20.0,9.0,24.0,22.0,86.0,46.0,285.0,1018.0,17.0,1.0,,,,41.0,
20.0,24.0,9.0,26.0,23.0,84.0,55.0,299.0,1018.0,140.0,1.0,,,,61.0,
14.0,10.0,9.0,72.0,26.0,77.0,31.0,291.0,1018.0,351.0,1.0,,,,49.0,
13.0,9.0,7.0,80.0,27.0,72.0,30.0,189.0,1019.0,565.0,1.0,,,,43.0,
13.0,9.0,6.0,93.0,29.0,62.0,29.0,111.0,1019.0,717.0,1.0,,,,37.0,
11.0,11.0,8.0,117.0,30.0,55.0,28.0,124.0,1020.0,828.0,1.0,,,,47.0,
11.0,10.0,6.0,122.0,31.0,55.0,27.0,95.0,1020.0,828.0,1.0,,,,63.0,
12.0,11.0,5.0,126.0,32.0,52.0,29.0,125.0,1020.0,886.0,2.0,,,,37.0,
7.0,9.0,6.0,127.0,32.0,42.0,20.0,151.0,1020.0,866.0,1.0,,,,34.0,
3.0,7.0,8.0,103.0,32.0,47.0,11.0,161.0,1020.0,760.0,2.0,,,,43.0,
4.0,8.0,9.0,102.0,31.0,48.0,14.0,151.0,1019.0,484.0,1.0,,,,35.0,
6.0,10.0,8.0,105.0,31.0,48.0,18.0,149.0,1019.0,334.0,1.0,,,,38.0,
5.0,10.0,10.0,98.0,30.0,55.0,18.0,164.0,1020.0,126.0,2.0,,,,50.0,
7.0,9.0,10.0,88.0,28.0,66.0,19.0,167.0,1020.0,44.0,2.0,,,,51.0,
8.0,11.0,10.0,75.0,26.0,76.0,23.0,172.0,1020.0,7.0,2.0,,,,46.0,
8.0,10.0,9.0,72.0,26.0,81.0,22.0,176.0,1021.0,1.0,2.0,,,,36.0,
8.0,10.0,9.0,68.0,26.0,84.0,23.0,204.0,1022.0,1.0,1.0,,,,32.0,
7.0,10.0,9.0,63.0,25.0,84.0,21.0,285.0,1022.0,1.0,1.0,,,,26.0,
9.0,12.0,8.0,48.0,25.0,84.0,25.0,226.0,1021.0,1.0,1.0,,,,29.0,
9.0,10.0,9.0,49.0,25.0,85.0,24.0,160.0,1021.0,1.0,1.0,,,,30.0,
9.0,11.0,9.0,41.0,24.0,85.0,25.0,312.0,1020.0,1.0,1.0,,,,32.0,
8.0,9.0,10.0,45.0,24.0,87.0,22.0,243.0,1020.0,2.0,1.0,,,,29.0,
7.0,10.0,10.0,44.0,25.0,81.0,21.0,144.0,1021.0,1.0,1.0,,,,24.0,
7.0,13.0,9.0,29.0,24.0,81.0,23.0,191.0,1021.0,2.0,1.0,,,,36.0,
7.0,12.0,9.0,31.0,25.0,82.0,23.0,228.0,1021.0,8.0,1.0,,,,45.0,
8.0,12.0,8.0,38.0,25.0,80.0,24.0,177.0,1022.0,32.0,1.0,,,,54.0,
7.0,12.0,8.0,53.0,26.0,76.0,23.0,190.0,1022.0,79.0,1.0,,,,45.0,
6.0,11.0,8.0,64.0,27.0,77.0,20.0,181.0,1023.0,269.0,1.0,,,,38.0,
7.0,10.0,10.0,73.0,29.0,66.0,20.0,127.0,1023.0,587.0,1.0,,,,29.0,
6.0,10.0,9.0,85.0,30.0,57.0,19.0,132.0,1024.0,742.0,1.0,,,,23.0,
6.0,9.0,8.0,95.0,31.0,50.0,18.0,126.0,1024.0,824.0,1.0,,,,26.0,
5.0,9.0,6.0,103.0,33.0,48.0,17.0,125.0,1024.0,823.0,1.0,,,,38.0,
6.0,9.0,6.0,107.0,33.0,47.0,17.0,168.0,1023.0,817.0,1.0,,,,28.0,
6.0,7.0,7.0,88.0,33.0,49.0,17.0,121.0,1022.0,723.0,1.0,,,,36.0,
6.0,8.0,7.0,93.0,33.0,43.0,18.0,136.0,1022.0,467.0,2.0,,,,13.0,
3.0,7.0,8.0,109.0,32.0,37.0,12.0,170.0,1022.0,321.0,2.0,,,,17.0,
4.0,12.0,7.0,99.0,30.0,43.0,19.0,177.0,1022.0,115.0,3.0,,,,37.0,
5.0,17.0,8.0,105.0,29.0,42.0,25.0,171.0,1022.0,41.0,2.0,,,,29.0,
5.0,14.0,9.0,89.0,28.0,52.0,22.0,172.0,1023.0,7.0,2.0,,,,49.0,
4.0,12.0,8.0,69.0,27.0,69.0,17.0,174.0,1023.0,1.0,1.0,,,,46.0,
2.0,7.0,8.0,74.0,27.0,66.0,10.0,171.0,1023.0,1.0,1.0,,,,24.0,
2.0,6.0,8.0,55.0,26.0,69.0,9.0,208.0,1023.0,1.0,1.0,,,,26.0,
2.0,8.0,9.0,45.0,25.0,71.0,11.0,259.0,1023.0,1.0,1.0,,,,26.0,
2.0,8.0,9.0,32.0,25.0,73.0,11.0,184.0,1022.0,1.0,1.0,,,,27.0,
2.0,6.0,9.0,43.0,25.0,82.0,9.0,286.0,1022.0,1.0,1.0,,,,40.0,
2.0,6.0,9.0,28.0,23.0,83.0,9.0,86.0,1021.0,1.0,1.0,,,,19.0,
2.0,6.0,10.0,28.0,23.0,82.0,9.0,306.0,1021.0,1.0,1.0,,,,36.0,
2.0,8.0,9.0,38.0,23.0,85.0,11.0,222.0,1021.0,1.0,1.0,,,,27.0,
16.0,27.0,9.0,20.0,22.0,87.0,51.0,275.0,1021.0,16.0,1.0,,,,37.0,
16.0,28.0,9.0,31.0,24.0,79.0,52.0,306.0,1021.0,159.0,1.0,,,,53.0,
2.0,7.0,9.0,64.0,27.0,71.0,10.0,130.0,1022.0,362.0,1.0,,,,64.0,
2.0,7.0,9.0,74.0,28.0,63.0,11.0,137.0,1022.0,551.0,1.0,,,,42.0,
2.0,7.0,9.0,91.0,30.0,50.0,10.0,110.0,1022.0,727.0,1.0,,,,49.0,
2.0,6.0,9.0,113.0,32.0,43.0,9.0,141.0,1022.0,854.0,1.0,,,,46.0,
2.0,6.0,8.0,121.0,32.0,47.0,9.0,150.0,1022.0,909.0,1.0,,,,81.0,
2.0,7.0,7.0,106.0,33.0,52.0,10.0,147.0,1022.0,891.0,2.0,,,,54.0,
3.0,9.0,8.0,97.0,32.0,49.0,13.0,149.0,1022.0,874.0,1.0,,,,41.0,
4.0,11.0,10.0,107.0,32.0,48.0,16.0,162.0,1021.0,766.0,2.0,,,,37.0,
3.0,11.0,11.0,110.0,31.0,48.0,16.0,177.0,1021.0,458.0,3.0,,,,30.0,
4.0,13.0,9.0,135.0,32.0,40.0,19.0,159.0,1021.0,319.0,2.0,,,,36.0,
4.0,14.0,9.0,123.0,32.0,46.0,20.0,146.0,1021.0,103.0,1.0,,,,39.0,
4.0,14.0,9.0,122.0,31.0,48.0,20.0,143.0,1021.0,33.0,1.0,,,,48.0,
2.0,11.0,9.0,98.0,29.0,61.0,15.0,113.0,1021.0,5.0,1.0,,,,63.0,
2.0,12.0,9.0,94.0,27.0,69.0,16.0,157.0,1021.0,1.0,1.0,,,,52.0,
3.0,10.0,10.0,89.0,26.0,77.0,15.0,110.0,1022.0,1.0,1.0,,,,35.0,
3.0,9.0,9.0,91.0,26.0,82.0,14.0,93.0,1022.0,1.0,1.0,,,,25.0,
4.0,13.0,7.0,52.0,25.0,81.0,19.0,283.0,1022.0,1.0,1.0,,,,24.0,
4.0,12.0,8.0,40.0,25.0,80.0,18.0,309.0,1021.0,1.0,1.0,,,,28.0,
5.0,11.0,8.0,43.0,24.0,83.0,19.0,331.0,1021.0,1.0,1.0,,,,27.0,
4.0,10.0,7.0,44.0,24.0,85.0,16.0,318.0,1020.0,1.0,1.0,,,,29.0,
4.0,11.0,7.0,44.0,24.0,88.0,17.0,305.0,1020.0,1.0,1.0,,,,35.0,
3.0,14.0,8.0,35.0,24.0,90.0,19.0,332.0,1020.0,1.0,1.0,,,,30.0,
3.0,21.0,7.0,23.0,24.0,90.0,25.0,329.0,1020.0,16.0,1.0,,,,33.0,
4.0,22.0,8.0,25.0,24.0,87.0,28.0,337.0,1020.0,107.0,1.0,,,,55.0,
2.0,12.0,8.0,46.0,27.0,81.0,16.0,324.0,1020.0,266.0,1.0,,,,38.0,
2.0,7.0,7.0,52.0,28.0,73.0,11.0,62.0,1020.0,358.0,1.0,,,,34.0,
2.0,7.0,8.0,59.0,30.0,66.0,10.0,76.0,1020.0,599.0,1.0,,,,32.0,
2.0,6.0,8.0,65.0,30.0,61.0,9.0,88.0,1021.0,717.0,2.0,,,,40.0,
2.0,6.0,7.0,67.0,30.0,59.0,9.0,95.0,1021.0,865.0,2.0,,,,37.0,
2.0,6.0,6.0,69.0,30.0,58.0,9.0,98.0,1020.0,885.0,2.0,,,,29.0,
3.0,7.0,7.0,67.0,31.0,55.0,12.0,105.0,1020.0,754.0,2.0,,,,29.0,
3.0,6.0,10.0,62.0,31.0,57.0,10.0,97.0,1019.0,726.0,2.0,,,,44.0,
5.0,7.0,10.0,63.0,30.0,61.0,14.0,93.0,1019.0,445.0,2.0,,,,34.0,
5.0,8.0,9.0,71.0,30.0,63.0,16.0,93.0,1019.0,311.0,2.0,,,,31.0,
5.0,11.0,8.0,67.0,29.0,63.0,19.0,114.0,1018.0,118.0,2.0,,,,20.0,
5.0,11.0,9.0,64.0,29.0,62.0,19.0,133.0,1019.0,40.0,1.0,,,,47.0,
3.0,8.0,10.0,56.0,27.0,74.0,14.0,91.0,1019.0,6.0,2.0,,,,66.0,
4.0,8.0,9.0,57.0,26.0,78.0,15.0,90.0,1020.0,1.0,1.0,,,,36.0,
5.0,9.0,9.0,54.0,26.0,78.0,16.0,85.0,1020.0,1.0,1.0,,,,27.0,
5.0,12.0,9.0,46.0,26.0,79.0,19.0,359.0,1020.0,1.0,1.0,,,,23.0,
5.0,13.0,8.0,36.0,25.0,78.0,20.0,334.0,1020.0,1.0,1.0,,,,19.0,
4.0,12.0,8.0,47.0,25.0,79.0,17.0,338.0,1020.0,1.0,1.0,,,,22.0,
4.0,11.0,9.0,49.0,25.0,80.0,17.0,329.0,1019.0,1.0,1.0,,,,18.0,
3.0,9.0,9.0,52.0,25.0,82.0,14.0,331.0,1019.0,1.0,1.0,,,,18.0,
4.0,10.0,9.0,48.0,24.0,84.0,16.0,322.0,1019.0,1.0,1.0,,,,17.0,
3.0,13.0,9.0,49.0,24.0,85.0,18.0,302.0,1019.0,1.0,1.0,,,,19.0,
6.0,27.0,8.0,20.0,24.0,84.0,36.0,237.0,1019.0,15.0,1.0,,,,29.0,
6.0,22.0,8.0,41.0,26.0,81.0,30.0,278.0,1019.0,141.0,1.0,,,,51.0,
4.0,12.0,8.0,63.0,28.0,70.0,18.0,148.0,1020.0,338.0,1.0,,,,34.0,
4.0,11.0,7.0,71.0,29.0,63.0,17.0,153.0,1020.0,526.0,1.0,,,,35.0,
4.0,10.0,8.0,82.0,29.0,58.0,17.0,183.0,1020.0,713.0,1.0,,,,35.0,
3.0,11.0,8.0,93.0,31.0,53.0,16.0,157.0,1021.0,844.0,2.0,,,,33.0,
4.0,11.0,8.0,97.0,31.0,55.0,17.0,175.0,1021.0,917.0,2.0,,,,37.0,
4.0,11.0,7.0,89.0,31.0,53.0,17.0,174.0,1020.0,903.0,3.0,,,,39.0,
4.0,9.0,7.0,82.0,31.0,55.0,15.0,175.0,1020.0,882.0,3.0,,,,40.0,
4.0,9.0,6.0,76.0,30.0,57.0,15.0,174.0,1020.0,774.0,4.0,,,,44.0,
4.0,9.0,6.0,66.0,29.0,65.0,14.0,173.0,1019.0,492.0,3.0,,,,51.0,
4.0,9.0,6.0,69.0,29.0,68.0,15.0,174.0,1019.0,299.0,3.0,,,,32.0,
5.0,10.0,6.0,67.0,29.0,67.0,17.0,176.0,1019.0,99.0,3.0,,,,25.0,
5.0,11.0,7.0,61.0,28.0,71.0,18.0,173.0,1019.0,37.0,2.0,,,,29.0,
5.0,11.0,8.0,58.0,27.0,77.0,18.0,172.0,1020.0,8.0,2.0,,,,29.0,
4.0,10.0,9.0,56.0,27.0,82.0,15.0,174.0,1020.0,1.0,2.0,,,,28.0,
4.0,9.0,9.0,57.0,26.0,84.0,15.0,173.0,1021.0,1.0,1.0,,,,24.0,
3.0,9.0,9.0,53.0,26.0,86.0,14.0,178.0,1021.0,1.0,1.0,,,,21.0,
3.0,8.0,8.0,47.0,26.0,85.0,13.0,196.0,1021.0,1.0,1.0,,,,11.0,
3.0,8.0,7.0,42.0,25.0,85.0,14.0,110.0,1021.0,1.0,1.0,,,,19.0,
4.0,11.0,7.0,25.0,24.0,89.0,16.0,267.0,1020.0,1.0,1.0,,,,14.0,
4.0,12.0,8.0,23.0,24.0,90.0,18.0,304.0,1020.0,1.0,1.0,,,,24.0,
3.0,15.0,9.0,11.0,24.0,91.0,21.0,305.0,1020.0,1.0,1.0,,,,21.0,
5.0,17.0,8.0,11.0,23.0,92.0,25.0,287.0,1020.0,1.0,1.0,,,,27.0,
9.0,22.0,9.0,10.0,23.0,92.0,35.0,325.0,1020.0,15.0,1.0,,,,32.0,
8.0,18.0,8.0,23.0,24.0,90.0,31.0,317.0,1021.0,151.0,1.0,,,,49.0,
5.0,14.0,7.0,36.0,27.0,80.0,22.0,235.0,1021.0,311.0,1.0,,,,38.0,
4.0,11.0,6.0,51.0,29.0,69.0,18.0,233.0,1021.0,442.0,1.0,,,,25.0,
5.0,12.0,6.0,78.0,30.0,53.0,20.0,163.0,1021.0,574.0,1.0,,,,17.0,
4.0,13.0,7.0,93.0,32.0,40.0,19.0,157.0,1021.0,750.0,1.0,,,,14.0,
5.0,14.0,6.0,104.0,32.0,34.0,21.0,175.0,1021.0,887.0,3.0,,,,26.0,
5.0,14.0,5.0,106.0,33.0,30.0,22.0,173.0,1021.0,886.0,3.0,,,,14.0,
4.0,13.0,7.0,105.0,33.0,25.0,19.0,172.0,1021.0,865.0,3.0,,,,20.0,
4.0,8.0,10.0,101.0,33.0,25.0,15.0,173.0,1021.0,734.0,3.0,,,,51.0,
4.0,8.0,10.0,98.0,32.0,31.0,13.0,172.0,1020.0,466.0,3.0,,,,28.0,
3.0,8.0,9.0,98.0,32.0,33.0,12.0,172.0,1020.0,280.0,3.0,,,,29.0,
4.0,11.0,8.0,96.0,31.0,39.0,18.0,173.0,1019.0,97.0,2.0,,,,43.0,
5.0,15.0,8.0,81.0,30.0,52.0,23.0,177.0,1019.0,32.0,2.0,,,,49.0,
5.0,13.0,8.0,71.0,28.0,63.0,21.0,181.0,1019.0,5.0,2.0,,,,33.0,
4.0,14.0,8.0,63.0,27.0,67.0,20.0,182.0,1020.0,1.0,2.0,,,,23.0,
4.0,11.0,9.0,61.0,27.0,76.0,17.0,178.0,1020.0,1.0,2.0,,,,37.0,
3.0,10.0,8.0,55.0,26.0,82.0,14.0,172.0,1020.0,1.0,1.0,,,,15.0,
3.0,11.0,8.0,36.0,25.0,80.0,16.0,199.0,1020.0,1.0,1.0,,,,8.0,
3.0,15.0,8.0,22.0,25.0,80.0,19.0,315.0,1019.0,1.0,1.0,,,,18.0,
3.0,13.0,9.0,27.0,24.0,74.0,18.0,311.0,1019.0,1.0,1.0,,,,22.0,
3.0,14.0,9.0,31.0,24.0,71.0,19.0,275.0,1019.0,1.0,1.0,,,,20.0,
4.0,15.0,9.0,31.0,23.0,74.0,21.0,305.0,1019.0,1.0,1.0,,,,39.0,
3.0,14.0,9.0,46.0,24.0,75.0,19.0,272.0,1019.0,1.0,1.0,,,,26.0,
4.0,18.0,9.0,43.0,24.0,76.0,25.0,248.0,1019.0,14.0,1.0,,,,28.0,
5.0,22.0,9.0,44.0,26.0,67.0,29.0,193.0,1019.0,131.0,1.0,,,,35.0,
5.0,21.0,10.0,38.0,29.0,59.0,29.0,116.0,1020.0,317.0,1.0,,,,83.0,
5.0,17.0,9.0,69.0,31.0,48.0,24.0,109.0,1020.0,498.0,1.0,,,,55.0,
4.0,16.0,9.0,92.0,34.0,38.0,23.0,131.0,1021.0,664.0,1.0,,,,58.0,
4.0,16.0,8.0,124.0,35.0,29.0,22.0,127.0,1021.0,782.0,1.0,,,,44.0,
5.0,11.0,6.0,128.0,36.0,30.0,18.0,131.0,1022.0,852.0,1.0,,,,74.0,
4.0,9.0,7.0,118.0,36.0,24.0,15.0,167.0,1022.0,880.0,2.0,,,,46.0,
4.0,9.0,7.0,117.0,35.0,31.0,16.0,164.0,1021.0,870.0,2.0,,,,37.0,
4.0,10.0,8.0,110.0,35.0,34.0,15.0,145.0,1021.0,767.0,1.0,,,,33.0,
4.0,9.0,8.0,113.0,36.0,25.0,14.0,126.0,1021.0,464.0,1.0,,,,15.0,
4.0,11.0,8.0,100.0,35.0,37.0,16.0,100.0,1021.0,284.0,2.0,,,,67.0,
3.0,11.0,6.0,116.0,33.0,43.0,16.0,98.0,1021.0,93.0,1.0,,,,41.0,
4.0,14.0,5.0,110.0,33.0,37.0,20.0,130.0,1021.0,31.0,1.0,,,,39.0,
3.0,12.0,7.0,109.0,30.0,53.0,17.0,94.0,1021.0,4.0,1.0,,,,70.0,
3.0,13.0,11.0,79.0,28.0,65.0,17.0,76.0,1022.0,1.0,1.0,,,,58.0,
3.0,14.0,12.0,59.0,28.0,72.0,18.0,31.0,1022.0,1.0,1.0,,,,49.0,
3.0,16.0,10.0,45.0,27.0,76.0,21.0,301.0,1022.0,1.0,1.0,,,,40.0,
4.0,18.0,7.0,41.0,26.0,74.0,24.0,326.0,1022.0,1.0,1.0,,,,31.0,
3.0,18.0,7.0,47.0,26.0,71.0,23.0,313.0,1022.0,1.0,1.0,,,,26.0,
3.0,14.0,7.0,47.0,26.0,75.0,18.0,315.0,1021.0,1.0,1.0,,,,33.0,
3.0,13.0,8.0,43.0,25.0,78.0,18.0,279.0,1021.0,1.0,1.0,,,,29.0,
4.0,14.0,7.0,35.0,24.0,81.0,20.0,175.0,1021.0,1.0,1.0,,,,20.0,
4.0,17.0,8.0,27.0,24.0,82.0,23.0,306.0,1021.0,2.0,1.0,,,,48.0,
4.0,19.0,8.0,28.0,24.0,81.0,24.0,329.0,1021.0,11.0,1.0,,,,25.0,
3.0,13.0,9.0,58.0,26.0,80.0,17.0,301.0,1021.0,70.0,1.0,,,,46.0,
3.0,11.0,8.0,61.0,27.0,79.0,16.0,311.0,1022.0,181.0,1.0,,,,38.0,
3.0,10.0,7.0,69.0,29.0,73.0,15.0,115.0,1022.0,484.0,1.0,,,,39.0,
4.0,9.0,8.0,75.0,31.0,66.0,15.0,105.0,1022.0,684.0,1.0,,,,28.0,
3.0,10.0,8.0,78.0,32.0,61.0,15.0,111.0,1023.0,816.0,1.0,,,,33.0,
3.0,8.0,4.0,87.0,33.0,57.0,12.0,96.0,1023.0,882.0,1.0,,,,27.0,
3.0,8.0,3.0,81.0,33.0,55.0,13.0,110.0,1022.0,871.0,1.0,,,,27.0,
3.0,7.0,6.0,69.0,34.0,53.0,12.0,94.0,1022.0,855.0,2.0,,,,18.0,
3.0,9.0,8.0,72.0,34.0,50.0,14.0,139.0,1022.0,755.0,2.0,,,,26.0,
4.0,9.0,8.0,76.0,35.0,46.0,14.0,146.0,1021.0,470.0,1.0,,,,10.0,
4.0,9.0,8.0,90.0,35.0,36.0,14.0,145.0,1021.0,278.0,1.0,,,,2.0,
